trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version
TS_00009,2025.04.02 17:45:00,US100,EXIT,LONG,0.0100,19418.76000000,19404.44000000,19049.82000000,20156.63000000,-0.14,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.019516,0,0.1.0,0.1.0,0.1.0,0.1
TS_00010,2025.04.02 17:50:00,US100,ENTRY,LONG,0.0100,19426.14000000,,19102.09000000,20074.24000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.022219,0,0.1.0,0.1.0,0.1.0,0.1
TS_00010,2025.04.02 18:05:00,US100,EXIT,LONG,0.0100,19426.14000000,19441.31000000,19102.09000000,20074.24000000,0.15,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.022219,0,0.1.0,0.1.0,0.1.0,0.1
TS_00011,2025.04.02 18:15:00,US100,ENTRY,LONG,0.0100,19404.26000000,,19121.24000000,19970.30000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1
TS_00011,2025.04.02 18:30:00,US100,EXIT,LONG,0.0100,19404.26000000,19515.56000000,19121.24000000,19970.30000000,1.11,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.025440,0,0.1.0,0.1.0,0.1.0,0.1
TS_00012,2025.04.02 18:45:00,US100,ENTRY,LONG,0.0200,19488.01000000,,19253.95000000,19956.13000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.030761,0,0.1.0,0.1.0,0.1.0,0.1
TS_00012,2025.04.02 19:00:00,US100,EXIT,LONG,0.0200,19488.01000000,19490.19000000,19253.95000000,19956.13000000,0.04,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.030761,0,0.1.0,0.1.0,0.1.0,0.1
TS_00013,2025.04.02 19:05:00,US100,ENTRY,LONG,0.0200,19485.26000000,,19236.58000000,19982.63000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.028953,0,0.1.0,0.1.0,0.1.0,0.1
TS_00013,2025.04.02 19:20:00,US100,EXIT,LONG,0.0200,19485.26000000,19555.31000000,19236.58000000,19982.63000000,1.40,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.028953,0,0.1.0,0.1.0,0.1.0,0.1
TS_00014,2025.04.02 19:40:00,US100,ENTRY,LONG,0.0200,19576.76000000,,19368.48000000,19993.32000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.034569,0,0.1.0,0.1.0,0.1.0,0.1
TS_00014,2025.04.02 19:55:00,US100,EXIT,LONG,0.0200,19576.76000000,19621.31000000,19368.48000000,19993.32000000,0.89,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.034569,0,0.1.0,0.1.0,0.1.0,0.1
TS_00015,2025.04.02 20:25:00,US100,ENTRY,LONG,0.0200,19674.01000000,,19470.49000000,20081.04000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.035378,0,0.1.0,0.1.0,0.1.0,0.1
TS_00015,2025.04.02 20:40:00,US100,EXIT,LONG,0.0200,19674.01000000,19623.81000000,19470.49000000,20081.04000000,-1.00,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.035378,0,0.1.0,0.1.0,0.1.0,0.1
TS_00016,2025.04.02 22:25:00,US100,ENTRY,LONG,0.0200,19491.39000000,,19228.13000000,20017.91000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.027350,1,0.1.0,0.1.0,0.1.0,0.1
TS_00016,2025.04.02 22:40:00,US100,EXIT,LONG,0.0200,19491.39000000,19552.81000000,19228.13000000,20017.91000000,1.23,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.027350,1,0.1.0,0.1.0,0.1.0,0.1
TS_00017,2025.04.02 22:45:00,US100,ENTRY,LONG,0.0200,19576.89000000,,19303.67000000,20123.34000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.026352,0,0.1.0,0.1.0,0.1.0,0.1
TS_00017,2025.04.02 23:00:00,US100,EXIT,LONG,0.0200,19576.89000000,19563.09000000,19303.67000000,20123.34000000,-0.28,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.026352,0,0.1.0,0.1.0,0.1.0,0.1
TS_00018,2025.04.02 23:05:00,US100,ENTRY,LONG,0.0200,19569.11000000,,19298.03000000,20111.26000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.030988,0,0.1.0,0.1.0,0.1.0,0.1
TS_00018,2025.04.02 23:20:00,US100,EXIT,LONG,0.0200,19569.11000000,19782.59000000,19298.03000000,20111.26000000,4.27,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.030988,0,0.1.0,0.1.0,0.1.0,0.1
TS_00019,2025.04.03 07:05:00,US100,ENTRY,LONG,0.0400,18944.39000000,,18809.87000000,19213.43000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.062444,0,0.1.0,0.1.0,0.1.0,0.1
TS_00019,2025.04.03 07:20:00,US100,EXIT,LONG,0.0400,18944.39000000,18948.49000000,18809.87000000,19213.43000000,0.16,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.062444,0,0.1.0,0.1.0,0.1.0,0.1
TS_00020,2025.04.03 07:25:00,US100,ENTRY,LONG,0.0400,18953.14000000,,18831.48000000,19196.46000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.069046,0,0.1.0,0.1.0,0.1.0,0.1
TS_00020,2025.04.03 07:40:00,US100,EXIT,LONG,0.0400,18953.14000000,18951.62000000,18831.48000000,19196.46000000,-0.06,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.069046,0,0.1.0,0.1.0,0.1.0,0.1
TS_00021,2025.04.03 08:45:00,US100,ENTRY,LONG,0.0400,18907.89000000,,18787.14000000,19149.40000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.069563,1,0.1.0,0.1.0,0.1.0,0.1
TS_00021,2025.04.03 09:00:00,US100,EXIT,LONG,0.0400,18907.89000000,18863.37000000,18787.14000000,19149.40000000,-1.78,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.069563,1,0.1.0,0.1.0,0.1.0,0.1
TS_00022,2025.04.03 09:15:00,US100,ENTRY,LONG,0.0300,18888.52000000,,18713.88000000,19237.80000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.048099,1,0.1.0,0.1.0,0.1.0,0.1
TS_00022,2025.04.03 09:30:00,US100,EXIT,LONG,0.0300,18888.52000000,18901.37000000,18713.88000000,19237.80000000,0.39,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.048099,1,0.1.0,0.1.0,0.1.0,0.1
TS_00023,2025.04.03 09:35:00,US100,ENTRY,LONG,0.0300,18892.77000000,,18704.68000000,19268.94000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.044660,1,0.1.0,0.1.0,0.1.0,0.1
TS_00023,2025.04.03 09:50:00,US100,EXIT,LONG,0.0300,18892.77000000,18913.99000000,18704.68000000,19268.94000000,0.64,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.044660,1,0.1.0,0.1.0,0.1.0,0.1
TS_00024,2025.04.03 10:00:00,US100,ENTRY,LONG,0.0300,18873.02000000,,18690.82000000,19237.42000000,,6.000000,12.000000,6.000000,12.000000,72,0,,1,0.046104,0,0.1.0,0.1.0,0.1.0,0.1
TS_00024,2025.04.03 10:15:00,US100,EXIT,LONG,0.0300,18873.02000000,18860.62000000,18690.82000000,19237.42000000,-0.37,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,1,0.046104,0,0.1.0,0.1.0,0.1.0,0.1
TS_00025,2025.04.03 11:45:00,US100,ENTRY,LONG,0.0300,18963.14000000,,18783.51000000,19322.39000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.046764,0,0.1.0,0.1.0,0.1.0,0.1
TS_00025,2025.04.03 12:00:00,US100,EXIT,LONG,0.0300,18963.14000000,18974.74000000,18783.51000000,19322.39000000,0.35,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.046764,0,0.1.0,0.1.0,0.1.0,0.1
TS_00026,2025.04.03 13:35:00,US100,ENTRY,LONG,0.0200,18831.14000000,,18625.16000000,19243.11000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.040780,1,0.1.0,0.1.0,0.1.0,0.1
TS_00026,2025.04.03 13:50:00,US100,EXIT,LONG,0.0200,18831.14000000,18783.24000000,18625.16000000,19243.11000000,-0.96,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.040780,1,0.1.0,0.1.0,0.1.0,0.1
TS_00027,2025.04.03 13:55:00,US100,ENTRY,LONG,0.0200,18814.02000000,,18576.22000000,19289.62000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.035324,1,0.1.0,0.1.0,0.1.0,0.1
TS_00027,2025.04.03 14:10:01,US100,EXIT,LONG,0.0200,18814.02000000,18816.62000000,18576.22000000,19289.62000000,0.05,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.035324,1,0.1.0,0.1.0,0.1.0,0.1
TS_00028,2025.04.03 14:25:00,US100,ENTRY,LONG,0.0200,18813.64000000,,18593.41000000,19254.10000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.038142,1,0.1.0,0.1.0,0.1.0,0.1
TS_00028,2025.04.03 14:40:00,US100,EXIT,LONG,0.0200,18813.64000000,18808.12000000,18593.41000000,19254.10000000,-0.11,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.038142,1,0.1.0,0.1.0,0.1.0,0.1
TS_00029,2025.04.03 14:45:00,US100,ENTRY,LONG,0.0200,18822.52000000,,18617.71000000,19232.13000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.041014,1,0.1.0,0.1.0,0.1.0,0.1
TS_00029,2025.04.03 15:00:00,US100,EXIT,LONG,0.0200,18822.52000000,18806.87000000,18617.71000000,19232.13000000,-0.31,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.041014,1,0.1.0,0.1.0,0.1.0,0.1
TS_00030,2025.04.03 15:05:00,US100,ENTRY,LONG,0.0300,18817.77000000,,18634.33000000,19184.64000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.045792,1,0.1.0,0.1.0,0.1.0,0.1
TS_00030,2025.04.03 15:20:00,US100,EXIT,LONG,0.0300,18817.77000000,18833.74000000,18634.33000000,19184.64000000,0.48,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.045792,1,0.1.0,0.1.0,0.1.0,0.1
TS_00031,2025.04.03 15:25:00,US100,ENTRY,LONG,0.0300,18814.52000000,,18627.50000000,19188.57000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.044914,1,0.1.0,0.1.0,0.1.0,0.1
TS_00031,2025.04.03 15:40:00,US100,EXIT,LONG,0.0300,18814.52000000,18755.24000000,18627.50000000,19188.57000000,-1.78,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.044914,1,0.1.0,0.1.0,0.1.0,0.1
TS_00032,2025.04.03 16:10:00,US100,ENTRY,LONG,0.0200,18705.14000000,,18466.54000000,19182.35000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.035205,1,0.1.0,0.1.0,0.1.0,0.1
TS_00032,2025.04.03 16:25:00,US100,EXIT,LONG,0.0200,18705.14000000,18687.24000000,18466.54000000,19182.35000000,-0.36,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.035205,1,0.1.0,0.1.0,0.1.0,0.1
TS_00033,2025.04.03 16:30:00,US100,ENTRY,LONG,0.0200,18740.02000000,,18496.16000000,19227.73000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.034446,1,0.1.0,0.1.0,0.1.0,0.1
TS_00033,2025.04.03 16:45:00,US100,EXIT,LONG,0.0200,18740.02000000,18796.97000000,18496.16000000,19227.73000000,1.14,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.034446,1,0.1.0,0.1.0,0.1.0,0.1
TS_00034,2025.04.03 17:05:00,US100,ENTRY,LONG,0.0100,18740.92000000,,18337.37000000,19548.01000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.017842,1,0.1.0,0.1.0,0.1.0,0.1
TS_00034,2025.04.03 17:20:00,US100,EXIT,LONG,0.0100,18740.92000000,18706.72000000,18337.37000000,19548.01000000,-0.34,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.017842,1,0.1.0,0.1.0,0.1.0,0.1
TS_00035,2025.04.03 17:25:00,US100,ENTRY,LONG,0.0100,18689.67000000,,18263.31000000,19542.40000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.016887,1,0.1.0,0.1.0,0.1.0,0.1
TS_00035,2025.04.03 17:40:00,US100,EXIT,LONG,0.0100,18689.67000000,18693.47000000,18263.31000000,19542.40000000,0.04,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.016887,1,0.1.0,0.1.0,0.1.0,0.1
TS_00036,2025.04.03 17:45:00,US100,ENTRY,LONG,0.0100,18675.17000000,,18258.97000000,19507.57000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.017299,1,0.1.0,0.1.0,0.1.0,0.1
TS_00036,2025.04.03 18:00:00,US100,EXIT,LONG,0.0100,18675.17000000,18585.47000000,18258.97000000,19507.57000000,-0.90,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.017299,1,0.1.0,0.1.0,0.1.0,0.1
TS_00037,2025.04.03 18:05:00,US100,ENTRY,LONG,0.0100,18606.92000000,,18257.48000000,19305.81000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.020604,1,0.1.0,0.1.0,0.1.0,0.1
TS_00037,2025.04.03 18:20:00,US100,EXIT,LONG,0.0100,18606.92000000,18654.22000000,18257.48000000,19305.81000000,0.47,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.020604,1,0.1.0,0.1.0,0.1.0,0.1
TS_00038,2025.04.03 18:25:00,US100,ENTRY,LONG,0.0100,18646.67000000,,18307.88000000,19324.24000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.021252,1,0.1.0,0.1.0,0.1.0,0.1
TS_00038,2025.04.03 18:40:00,US100,EXIT,LONG,0.0100,18646.67000000,18719.22000000,18307.88000000,19324.24000000,0.73,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.021252,1,0.1.0,0.1.0,0.1.0,0.1
TS_00039,2025.04.03 21:00:00,US100,ENTRY,LONG,0.0200,18637.04000000,,18397.36000000,19116.40000000,,6.000000,12.000000,6.000000,12.000000,72,0,,1,0.030040,0,0.1.0,0.1.0,0.1.0,0.1
TS_00039,2025.04.03 21:15:00,US100,EXIT,LONG,0.0200,18637.04000000,18595.59000000,18397.36000000,19116.40000000,-0.83,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,1,0.030040,0,0.1.0,0.1.0,0.1.0,0.1
TS_00040,2025.04.03 21:40:00,US100,ENTRY,LONG,0.0200,18630.67000000,,18412.96000000,19066.08000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.033072,1,0.1.0,0.1.0,0.1.0,0.1
TS_00040,2025.04.03 21:55:00,US100,EXIT,LONG,0.0200,18630.67000000,18660.97000000,18412.96000000,19066.08000000,0.61,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.033072,1,0.1.0,0.1.0,0.1.0,0.1
TS_00041,2025.04.03 22:10:00,US100,ENTRY,LONG,0.0200,18650.29000000,,18431.08000000,19088.70000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.032846,1,0.1.0,0.1.0,0.1.0,0.1
TS_00041,2025.04.03 22:25:01,US100,EXIT,LONG,0.0200,18650.29000000,18566.97000000,18431.08000000,19088.70000000,-1.67,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.032846,1,0.1.0,0.1.0,0.1.0,0.1
TS_00042,2025.04.03 22:45:00,US100,ENTRY,LONG,0.0200,18577.42000000,,18314.34000000,19103.58000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.027368,1,0.1.0,0.1.0,0.1.0,0.1
TS_00042,2025.04.03 23:00:00,US100,EXIT,LONG,0.0200,18577.42000000,18499.59000000,18314.34000000,19103.58000000,-1.56,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.027368,1,0.1.0,0.1.0,0.1.0,0.1
TS_00043,2025.04.03 23:10:00,US100,ENTRY,LONG,0.0200,18526.52000000,,18250.79000000,19077.97000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.030465,1,0.1.0,0.1.0,0.1.0,0.1
TS_00043,2025.04.03 23:25:00,US100,EXIT,LONG,0.0200,18526.52000000,18487.12000000,18250.79000000,19077.97000000,-0.79,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.030465,1,0.1.0,0.1.0,0.1.0,0.1
TS_00044,2025.04.03 23:55:00,US100,ENTRY,LONG,0.0200,18468.77000000,,18276.98000000,18852.35000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.043798,1,0.1.0,0.1.0,0.1.0,0.1
TS_00044,2025.04.04 06:20:00,US100,EXIT,LONG,0.0200,18468.77000000,18433.84000000,18276.98000000,18852.35000000,-0.78,6.000000,12.000000,6.000000,12.000000,72,65,EARLY_EXIT,5,0.043798,1,0.1.0,0.1.0,0.1.0,0.1
TS_00045,2025.04.04 07:10:00,US100,ENTRY,LONG,0.0400,18389.62000000,,18258.10000000,18652.66000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.063869,1,0.1.0,0.1.0,0.1.0,0.1
TS_00045,2025.04.04 07:25:00,US100,EXIT,LONG,0.0400,18389.62000000,18363.59000000,18258.10000000,18652.66000000,-1.04,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.063869,1,0.1.0,0.1.0,0.1.0,0.1
TS_00046,2025.04.04 07:30:00,US100,ENTRY,LONG,0.0400,18379.87000000,,18252.64000000,18634.33000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.066022,1,0.1.0,0.1.0,0.1.0,0.1
TS_00046,2025.04.04 07:45:00,US100,EXIT,LONG,0.0400,18379.87000000,18327.47000000,18252.64000000,18634.33000000,-2.10,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.066022,1,0.1.0,0.1.0,0.1.0,0.1
TS_00047,2025.04.04 08:10:00,US100,ENTRY,LONG,0.0400,18338.49000000,,18205.70000000,18604.08000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.063256,1,0.1.0,0.1.0,0.1.0,0.1
TS_00047,2025.04.04 08:25:00,US100,EXIT,LONG,0.0400,18338.49000000,18367.84000000,18205.70000000,18604.08000000,1.17,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.063256,1,0.1.0,0.1.0,0.1.0,0.1
TS_00048,2025.04.04 09:15:00,US100,ENTRY,LONG,0.0300,18468.74000000,,18307.81000000,18790.61000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.052196,0,0.1.0,0.1.0,0.1.0,0.1
TS_00048,2025.04.04 09:30:00,US100,EXIT,LONG,0.0300,18468.74000000,18476.47000000,18307.81000000,18790.61000000,0.23,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.052196,0,0.1.0,0.1.0,0.1.0,0.1
TS_00049,2025.04.04 09:35:00,US100,ENTRY,LONG,0.0300,18460.12000000,,18303.42000000,18773.52000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.053606,0,0.1.0,0.1.0,0.1.0,0.1
TS_00049,2025.04.04 09:50:00,US100,EXIT,LONG,0.0300,18460.12000000,18447.84000000,18303.42000000,18773.52000000,-0.37,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.053606,0,0.1.0,0.1.0,0.1.0,0.1
TS_00050,2025.04.04 09:55:00,US100,ENTRY,LONG,0.0400,18443.24000000,,18306.89000000,18715.93000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.061608,0,0.1.0,0.1.0,0.1.0,0.1
TS_00050,2025.04.04 10:10:00,US100,EXIT,LONG,0.0400,18443.24000000,18445.09000000,18306.89000000,18715.93000000,0.07,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.061608,0,0.1.0,0.1.0,0.1.0,0.1
TS_00051,2025.04.04 11:25:00,US100,ENTRY,LONG,0.0300,18461.37000000,,18276.06000000,18831.99000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.045329,0,0.1.0,0.1.0,0.1.0,0.1
TS_00051,2025.04.04 11:40:00,US100,EXIT,LONG,0.0300,18461.37000000,18428.84000000,18276.06000000,18831.99000000,-0.98,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.045329,0,0.1.0,0.1.0,0.1.0,0.1
TS_00052,2025.04.04 12:30:00,US100,ENTRY,LONG,0.0200,18370.87000000,,18172.71000000,18767.20000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.042389,1,0.1.0,0.1.0,0.1.0,0.1
TS_00052,2025.04.04 12:45:00,US100,EXIT,LONG,0.0200,18370.87000000,18393.22000000,18172.71000000,18767.20000000,0.45,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,3,0.042389,1,0.1.0,0.1.0,0.1.0,0.1
TS_00053,2025.04.04 14:40:00,US100,ENTRY,LONG,0.0100,17858.74000000,,17314.02000000,18948.18000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.015421,1,0.1.0,0.1.0,0.1.0,0.1
TS_00053,2025.04.04 14:55:00,US100,EXIT,LONG,0.0100,17858.74000000,17856.97000000,17314.02000000,18948.18000000,-0.02,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.015421,1,0.1.0,0.1.0,0.1.0,0.1
TS_00054,2025.04.04 15:05:00,US100,ENTRY,LONG,0.0100,17918.87000000,,17396.44000000,18963.73000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.016079,1,0.1.0,0.1.0,0.1.0,0.1
TS_00054,2025.04.04 15:20:00,US100,EXIT,LONG,0.0100,17918.87000000,17943.34000000,17396.44000000,18963.73000000,0.24,6.000000,12.000000,6.000000,12.000000,72,3,EARLY_EXIT,5,0.016079,1,0.1.0,0.1.0,0.1.0,0.1
TS_00055,2025.04.04 16:40:00,US100,ENTRY,LONG,0.0100,17926.14000000,,17381.37000000,19015.69000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.013216,1,0.1.0,0.1.0,0.1.0,0.1
