prev_timestamp,timestamp,gap_minutes,prev_weekday,prev_time,curr_weekday,curr_time,gap_minutes_int,pattern_key,pattern_count,gap_type
2018-05-16 23:10:00,2018-05-16 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-05-16 23:55:00,2018-05-17 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-05-17 23:10:00,2018-05-17 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-05-17 23:55:00,2018-05-18 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-05-18 23:10:00,2018-05-21 02:25:00,3075.0,Friday,23:10,Monday,02:25,3075,Friday|23:10|Monday|02:25|3075,1,exceptional_closure_or_missing
2018-05-21 23:10:00,2018-05-21 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-05-21 23:55:00,2018-05-22 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-05-22 23:10:00,2018-05-22 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-05-22 23:55:00,2018-05-23 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-05-23 23:10:00,2018-05-23 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-05-23 23:55:00,2018-05-24 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-05-24 23:10:00,2018-05-24 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-05-24 23:55:00,2018-05-25 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-05-25 23:10:00,2018-05-28 01:55:00,3045.0,Friday,23:10,Monday,01:55,3045,Friday|23:10|Monday|01:55|3045,1,exceptional_closure_or_missing
2018-05-28 19:55:00,2018-05-29 01:00:00,305.0,Monday,19:55,Tuesday,01:00,305,Monday|19:55|Tuesday|01:00|305,16,recurring_market_closure
2018-05-29 23:10:00,2018-05-29 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-05-29 23:55:00,2018-05-30 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-05-30 23:10:00,2018-05-30 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-05-30 23:55:00,2018-05-31 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-05-31 23:10:00,2018-05-31 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-05-31 23:55:00,2018-06-01 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-06-01 23:10:00,2018-06-04 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-06-04 23:10:00,2018-06-04 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-06-04 23:55:00,2018-06-05 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-06-05 23:10:00,2018-06-05 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-06-05 23:55:00,2018-06-06 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-06-06 23:10:00,2018-06-06 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-06-06 23:55:00,2018-06-07 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-06-07 22:20:00,2018-06-07 22:30:00,10.0,Thursday,22:20,Thursday,22:30,10,Thursday|22:20|Thursday|22:30|10,1,intraday_missing_candidate
2018-06-07 23:10:00,2018-06-07 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-06-07 23:55:00,2018-06-08 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-06-08 23:10:00,2018-06-11 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-06-11 23:10:00,2018-06-11 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-06-11 23:55:00,2018-06-12 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-06-12 23:10:00,2018-06-12 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-06-12 23:55:00,2018-06-13 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-06-13 23:10:00,2018-06-13 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-06-13 23:55:00,2018-06-14 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-06-14 23:10:00,2018-06-14 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-06-14 23:55:00,2018-06-15 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-06-15 23:10:00,2018-06-18 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-06-18 23:10:00,2018-06-18 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-06-18 23:55:00,2018-06-19 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-06-19 23:10:00,2018-06-19 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-06-19 23:55:00,2018-06-20 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-06-20 23:10:00,2018-06-20 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-06-20 23:55:00,2018-06-21 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-06-21 23:10:00,2018-06-21 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-06-21 23:55:00,2018-06-22 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-06-22 23:10:00,2018-06-25 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-06-25 23:10:00,2018-06-25 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-06-25 23:55:00,2018-06-26 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-06-26 23:10:00,2018-06-26 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-06-26 23:55:00,2018-06-27 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-06-27 23:10:00,2018-06-27 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-06-27 23:55:00,2018-06-28 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-06-28 23:10:00,2018-06-28 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-06-28 23:55:00,2018-06-29 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-06-29 23:10:00,2018-07-02 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-07-02 23:10:00,2018-07-02 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-07-02 23:55:00,2018-07-03 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-07-03 20:15:00,2018-07-04 01:00:00,285.0,Tuesday,20:15,Wednesday,01:00,285,Tuesday|20:15|Wednesday|01:00|285,1,exceptional_closure_or_missing
2018-07-04 20:00:00,2018-07-05 01:00:00,300.0,Wednesday,20:00,Thursday,01:00,300,Wednesday|20:00|Thursday|01:00|300,2,exceptional_closure_or_missing
2018-07-05 23:10:00,2018-07-05 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-07-05 23:55:00,2018-07-06 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-07-06 23:10:00,2018-07-09 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-07-09 23:10:00,2018-07-09 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-07-09 23:55:00,2018-07-10 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-07-10 23:10:00,2018-07-10 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-07-10 23:55:00,2018-07-11 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-07-11 23:10:00,2018-07-11 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-07-11 23:55:00,2018-07-12 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-07-12 23:10:00,2018-07-12 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-07-12 23:55:00,2018-07-13 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-07-13 23:10:00,2018-07-16 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-07-16 23:10:00,2018-07-16 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-07-16 23:55:00,2018-07-17 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-07-17 23:10:00,2018-07-17 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-07-17 23:55:00,2018-07-18 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-07-18 23:10:00,2018-07-18 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-07-18 23:55:00,2018-07-19 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-07-19 23:10:00,2018-07-19 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-07-19 23:55:00,2018-07-20 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-07-20 23:10:00,2018-07-23 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-07-23 23:10:00,2018-07-23 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-07-23 23:55:00,2018-07-24 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-07-24 23:10:00,2018-07-24 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-07-24 23:55:00,2018-07-25 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-07-25 04:15:00,2018-07-25 04:25:00,10.0,Wednesday,04:15,Wednesday,04:25,10,Wednesday|04:15|Wednesday|04:25|10,1,intraday_missing_candidate
2018-07-25 23:10:00,2018-07-25 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-07-25 23:55:00,2018-07-26 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-07-26 23:10:00,2018-07-26 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-07-26 23:55:00,2018-07-27 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-07-27 23:10:00,2018-07-30 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-07-30 23:10:00,2018-07-30 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-07-30 23:55:00,2018-07-31 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-07-31 23:10:00,2018-07-31 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-07-31 23:55:00,2018-08-01 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-08-01 23:10:00,2018-08-01 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-08-01 23:55:00,2018-08-02 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-08-02 23:10:00,2018-08-02 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-08-02 23:55:00,2018-08-03 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-08-03 23:10:00,2018-08-06 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-08-06 23:10:00,2018-08-06 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-08-06 23:55:00,2018-08-07 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-08-07 23:10:00,2018-08-07 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-08-07 23:55:00,2018-08-08 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-08-08 23:10:00,2018-08-08 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-08-08 23:55:00,2018-08-09 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-08-09 23:10:00,2018-08-09 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-08-09 23:55:00,2018-08-10 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-08-10 23:10:00,2018-08-13 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-08-13 23:10:00,2018-08-13 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-08-13 23:55:00,2018-08-14 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-08-14 23:10:00,2018-08-14 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-08-14 23:55:00,2018-08-15 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-08-15 23:10:00,2018-08-15 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-08-15 23:55:00,2018-08-16 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-08-16 23:10:00,2018-08-16 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-08-16 23:55:00,2018-08-17 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-08-17 23:10:00,2018-08-20 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-08-20 23:10:00,2018-08-20 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-08-20 23:55:00,2018-08-21 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-08-21 23:10:00,2018-08-21 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-08-21 23:55:00,2018-08-22 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-08-22 20:15:00,2018-08-22 22:00:00,105.0,Wednesday,20:15,Wednesday,22:00,105,Wednesday|20:15|Wednesday|22:00|105,1,exceptional_closure_or_missing
2018-08-22 23:10:00,2018-08-22 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-08-22 23:55:00,2018-08-23 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-08-23 23:10:00,2018-08-23 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-08-23 23:55:00,2018-08-24 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-08-24 23:10:00,2018-08-27 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-08-27 23:10:00,2018-08-27 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-08-27 23:55:00,2018-08-28 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-08-28 23:10:00,2018-08-28 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-08-28 23:55:00,2018-08-29 01:20:00,85.0,Tuesday,23:55,Wednesday,01:20,85,Tuesday|23:55|Wednesday|01:20|85,1,exceptional_closure_or_missing
2018-08-29 23:10:00,2018-08-29 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-08-29 23:55:00,2018-08-30 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-08-30 23:10:00,2018-08-30 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-08-30 23:55:00,2018-08-31 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-08-31 23:10:00,2018-09-03 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-09-03 19:55:00,2018-09-04 01:00:00,305.0,Monday,19:55,Tuesday,01:00,305,Monday|19:55|Tuesday|01:00|305,16,recurring_market_closure
2018-09-04 23:10:00,2018-09-04 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-09-04 23:55:00,2018-09-05 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-09-05 23:10:00,2018-09-05 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-09-05 23:55:00,2018-09-06 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-09-06 23:10:00,2018-09-06 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
2018-09-06 23:55:00,2018-09-07 01:00:00,65.0,Thursday,23:55,Friday,01:00,65,Thursday|23:55|Friday|01:00|65,385,recurring_market_closure
2018-09-07 23:10:00,2018-09-10 01:00:00,2990.0,Friday,23:10,Monday,01:00,2990,Friday|23:10|Monday|01:00|2990,181,recurring_market_closure
2018-09-10 23:10:00,2018-09-10 23:30:00,20.0,Monday,23:10,Monday,23:30,20,Monday|23:10|Monday|23:30|20,179,recurring_market_closure
2018-09-10 23:55:00,2018-09-11 01:00:00,65.0,Monday,23:55,Tuesday,01:00,65,Monday|23:55|Tuesday|01:00|65,363,recurring_market_closure
2018-09-11 23:10:00,2018-09-11 23:30:00,20.0,Tuesday,23:10,Tuesday,23:30,20,Tuesday|23:10|Tuesday|23:30|20,193,recurring_market_closure
2018-09-11 23:55:00,2018-09-12 01:00:00,65.0,Tuesday,23:55,Wednesday,01:00,65,Tuesday|23:55|Wednesday|01:00|65,398,recurring_market_closure
2018-09-12 23:10:00,2018-09-12 23:30:00,20.0,Wednesday,23:10,Wednesday,23:30,20,Wednesday|23:10|Wednesday|23:30|20,191,recurring_market_closure
2018-09-12 23:55:00,2018-09-13 01:00:00,65.0,Wednesday,23:55,Thursday,01:00,65,Wednesday|23:55|Thursday|01:00|65,396,recurring_market_closure
2018-09-13 23:10:00,2018-09-13 23:30:00,20.0,Thursday,23:10,Thursday,23:30,20,Thursday|23:10|Thursday|23:30|20,190,recurring_market_closure
