trade_id,timestamp,symbol,event_type,direction,lot,entry_price,exit_price,sl_price,tp_price,pnl,k_sl_req,k_tp_req,k_sl_eff,k_tp_eff,hold_bars,bars_held,exit_reason,regime_id_at_entry,spread_atr_at_entry,flip_used,model_pack_version,clf_version,prm_version,cost_model_version
TS_00006,2025.04.03 18:10:00,US100,EXIT,LONG,0.0200,18814.02000000,18575.97000000,18576.22000000,19289.62000000,-4.76,6.000000,12.000000,6.000000,12.000000,72,50,SL,5,0.035324,1,0.1.0,0.1.0,0.1.0,0.1
TS_00007,2025.04.03 18:20:00,US100,ENTRY,LONG,0.0100,18655.42000000,,18317.17000000,19331.92000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.021286,1,0.1.0,0.1.0,0.1.0,0.1
TS_00007,2025.04.03 20:25:01,US100,EXIT,LONG,0.0100,18655.42000000,18654.97000000,18655.42000000,19331.92000000,0.00,6.000000,12.000000,6.000000,12.000000,72,24,SL,5,0.021286,1,0.1.0,0.1.0,0.1.0,0.1
TS_00008,2025.04.03 21:00:00,US100,ENTRY,LONG,0.0200,18637.04000000,,18397.36000000,19116.40000000,,6.000000,12.000000,6.000000,12.000000,72,0,,1,0.030040,0,0.1.0,0.1.0,0.1.0,0.1
TS_00008,2025.04.04 04:00:00,US100,EXIT,LONG,0.0200,18637.04000000,18497.09000000,18397.36000000,19116.40000000,-2.88,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,1,0.030040,0,0.1.0,0.1.0,0.1.0,0.1
TS_00009,2025.04.04 07:10:00,US100,ENTRY,LONG,0.0400,18389.62000000,,18258.10000000,18652.66000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.063869,1,0.1.0,0.1.0,0.1.0,0.1
TS_00009,2025.04.04 11:10:00,US100,EXIT,LONG,0.0400,18389.62000000,18389.34000000,18389.62000000,18652.66000000,-0.01,6.000000,12.000000,6.000000,12.000000,72,47,SL,5,0.063869,1,0.1.0,0.1.0,0.1.0,0.1
TS_00010,2025.04.04 11:25:00,US100,ENTRY,LONG,0.0200,18461.37000000,,18276.06000000,18831.99000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.045329,0,0.1.0,0.1.0,0.1.0,0.1
TS_00010,2025.04.04 13:15:00,US100,EXIT,LONG,0.0200,18461.37000000,18275.59000000,18276.06000000,18831.99000000,-3.72,6.000000,12.000000,6.000000,12.000000,72,21,SL,3,0.045329,0,0.1.0,0.1.0,0.1.0,0.1
TS_00011,2025.04.04 14:55:00,US100,ENTRY,LONG,0.0100,17858.37000000,,17333.96000000,18907.19000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.016018,1,0.1.0,0.1.0,0.1.0,0.1
TS_00011,2025.04.04 16:45:00,US100,EXIT,LONG,0.0100,17858.37000000,17858.32000000,17858.37000000,18907.19000000,0.00,6.000000,12.000000,6.000000,12.000000,72,21,SL,5,0.016018,1,0.1.0,0.1.0,0.1.0,0.1
TS_00012,2025.04.04 16:50:00,US100,ENTRY,LONG,0.0100,17922.64000000,,17400.79000000,18966.33000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.013797,1,0.1.0,0.1.0,0.1.0,0.1
TS_00012,2025.04.04 21:45:00,US100,EXIT,LONG,0.0100,17922.64000000,17400.57000000,17400.79000000,18966.33000000,-5.22,6.000000,12.000000,6.000000,12.000000,72,58,SL,3,0.013797,1,0.1.0,0.1.0,0.1.0,0.1
TS_00013,2025.04.04 21:50:00,US100,ENTRY,LONG,0.0100,17465.89000000,,17058.05000000,18281.56000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.017654,1,0.1.0,0.1.0,0.1.0,0.1
TS_00013,2025.04.04 22:55:00,US100,EXIT,LONG,0.0100,17465.89000000,17465.82000000,17465.89000000,18281.56000000,0.00,6.000000,12.000000,6.000000,12.000000,72,12,SL,5,0.017654,1,0.1.0,0.1.0,0.1.0,0.1
TS_00014,2025.04.04 23:35:00,US100,ENTRY,LONG,0.0100,17279.62000000,,16767.00000000,18304.87000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.016386,1,0.1.0,0.1.0,0.1.0,0.1
TS_00014,2025.04.07 01:05:00,US100,EXIT,LONG,0.0100,17279.62000000,16530.11000000,16767.00000000,18304.87000000,-7.62,6.000000,12.000000,6.000000,12.000000,72,5,SL,5,0.016386,1,0.1.0,0.1.0,0.1.0,0.1
TS_00015,2025.04.07 06:20:00,US100,ENTRY,LONG,0.0100,16660.51000000,,16331.38000000,17318.78000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.025521,1,0.1.0,0.1.0,0.1.0,0.1
TS_00015,2025.04.07 10:05:00,US100,EXIT,LONG,0.0100,16660.51000000,16331.36000000,16331.38000000,17318.78000000,-3.29,6.000000,12.000000,6.000000,12.000000,72,44,SL,3,0.025521,1,0.1.0,0.1.0,0.1.0,0.1
TS_00016,2025.04.07 10:10:00,US100,ENTRY,LONG,0.0100,16378.13000000,,15981.70000000,17170.99000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.021189,1,0.1.0,0.1.0,0.1.0,0.1
TS_00016,2025.04.07 16:10:00,US100,EXIT,LONG,0.0100,16378.13000000,16893.11000000,16378.13000000,17170.99000000,5.15,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.021189,1,0.1.0,0.1.0,0.1.0,0.1
TS_00017,2025.04.07 23:40:00,US100,ENTRY,LONG,0.0100,17479.13000000,,16977.89000000,18481.60000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.016759,0,0.1.0,0.1.0,0.1.0,0.1
TS_00017,2025.04.08 06:40:00,US100,EXIT,LONG,0.0100,17479.13000000,17616.58000000,17479.13000000,18481.60000000,1.33,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.016759,0,0.1.0,0.1.0,0.1.0,0.1
TS_00018,2025.04.08 07:55:00,US100,ENTRY,LONG,0.0300,17572.35000000,,17432.42000000,17852.21000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.060031,1,0.1.0,0.1.0,0.1.0,0.1
TS_00018,2025.04.08 11:25:00,US100,EXIT,LONG,0.0300,17572.35000000,17572.20000000,17572.35000000,17852.21000000,0.00,6.000000,12.000000,6.000000,12.000000,72,41,SL,5,0.060031,1,0.1.0,0.1.0,0.1.0,0.1
TS_00019,2025.04.08 11:45:00,US100,ENTRY,LONG,0.0200,17647.35000000,,17408.00000000,18126.05000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.035095,0,0.1.0,0.1.0,0.1.0,0.1
TS_00019,2025.04.08 17:05:00,US100,EXIT,LONG,0.0200,17647.35000000,18126.05000000,17647.35000000,18126.05000000,9.57,6.000000,12.000000,6.000000,12.000000,72,63,TP,3,0.035095,0,0.1.0,0.1.0,0.1.0,0.1
TS_00020,2025.04.08 17:15:00,US100,ENTRY,LONG,0.0100,18133.38000000,,17619.21000000,19161.72000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.014003,0,0.1.0,0.1.0,0.1.0,0.1
TS_00020,2025.04.08 19:40:00,US100,EXIT,LONG,0.0100,18133.38000000,17615.93000000,17619.21000000,19161.72000000,-5.17,6.000000,12.000000,6.000000,12.000000,72,28,SL,5,0.014003,0,0.1.0,0.1.0,0.1.0,0.1
TS_00021,2025.04.08 22:00:00,US100,ENTRY,LONG,0.0100,17283.25000000,,16764.20000000,18321.34000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.013872,1,0.1.0,0.1.0,0.1.0,0.1
TS_00021,2025.04.09 02:20:00,US100,EXIT,LONG,0.0100,17283.25000000,16760.62000000,16764.20000000,18321.34000000,-5.27,6.000000,12.000000,6.000000,12.000000,72,39,SL,3,0.013872,1,0.1.0,0.1.0,0.1.0,0.1
TS_00022,2025.04.09 06:30:00,US100,ENTRY,LONG,0.0200,16825.95000000,,16577.11000000,17323.62000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.033757,1,0.1.0,0.1.0,0.1.0,0.1
TS_00022,2025.04.09 08:40:00,US100,EXIT,LONG,0.0200,16825.95000000,16574.67000000,16577.11000000,17323.62000000,-5.03,6.000000,12.000000,6.000000,12.000000,72,25,SL,5,0.033757,1,0.1.0,0.1.0,0.1.0,0.1
TS_00023,2025.04.09 08:45:00,US100,ENTRY,LONG,0.0100,16640.45000000,,16273.39000000,17374.57000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.022885,1,0.1.0,0.1.0,0.1.0,0.1
TS_00023,2025.04.09 14:45:00,US100,EXIT,LONG,0.0100,16640.45000000,16736.42000000,16640.45000000,17374.57000000,0.96,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.022885,1,0.1.0,0.1.0,0.1.0,0.1
TS_00024,2025.04.09 15:30:00,US100,ENTRY,LONG,0.0100,16783.20000000,,16278.51000000,17792.58000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.016644,1,0.1.0,0.1.0,0.1.0,0.1
TS_00024,2025.04.09 20:20:00,US100,EXIT,LONG,0.0100,16783.20000000,17801.77000000,16783.20000000,17792.58000000,10.19,6.000000,12.000000,6.000000,12.000000,72,57,TP,3,0.016644,1,0.1.0,0.1.0,0.1.0,0.1
TS_00025,2025.04.09 23:35:00,US100,ENTRY,LONG,0.0100,19134.82000000,,18606.72000000,20191.03000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.015906,0,0.1.0,0.1.0,0.1.0,0.1
TS_00025,2025.04.10 06:35:00,US100,EXIT,LONG,0.0100,19134.82000000,18846.08000000,18606.72000000,20191.03000000,-2.93,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.015906,0,0.1.0,0.1.0,0.1.0,0.1
TS_00026,2025.04.10 06:50:00,US100,ENTRY,LONG,0.0200,18851.98000000,,18655.00000000,19245.93000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.042645,1,0.1.0,0.1.0,0.1.0,0.1
TS_00026,2025.04.10 10:35:00,US100,EXIT,LONG,0.0200,18851.98000000,18851.20000000,18851.98000000,19245.93000000,-0.02,6.000000,12.000000,6.000000,12.000000,72,44,SL,5,0.042645,1,0.1.0,0.1.0,0.1.0,0.1
TS_00027,2025.04.10 10:50:00,US100,ENTRY,LONG,0.0100,18823.98000000,,18490.15000000,19491.63000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.025163,1,0.1.0,0.1.0,0.1.0,0.1
TS_00027,2025.04.10 16:50:00,US100,EXIT,LONG,0.0100,18823.98000000,18644.43000000,18490.15000000,19491.63000000,-1.80,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.025163,1,0.1.0,0.1.0,0.1.0,0.1
TS_00028,2025.04.10 23:55:00,US100,ENTRY,LONG,0.0100,18337.10000000,,17910.61000000,19190.09000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.019696,0,0.1.0,0.1.0,0.1.0,0.1
TS_00028,2025.04.11 06:55:00,US100,EXIT,LONG,0.0100,18337.10000000,18344.08000000,17910.61000000,19190.09000000,0.03,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.019696,0,0.1.0,0.1.0,0.1.0,0.1
TS_00029,2025.04.11 07:00:00,US100,ENTRY,LONG,0.0100,18322.48000000,,18037.14000000,18893.16000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.029439,0,0.1.0,0.1.0,0.1.0,0.1
TS_00029,2025.04.11 11:05:00,US100,EXIT,LONG,0.0100,18322.48000000,18315.96000000,18322.48000000,18893.16000000,-0.07,6.000000,12.000000,6.000000,12.000000,72,48,SL,3,0.029439,0,0.1.0,0.1.0,0.1.0,0.1
TS_00030,2025.04.11 11:30:00,US100,ENTRY,LONG,0.0100,18267.61000000,,17841.24000000,19120.35000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.019701,1,0.1.0,0.1.0,0.1.0,0.1
TS_00030,2025.04.11 16:15:00,US100,EXIT,LONG,0.0100,18267.61000000,18265.08000000,18267.61000000,19120.35000000,-0.03,6.000000,12.000000,6.000000,12.000000,72,56,SL,5,0.019701,1,0.1.0,0.1.0,0.1.0,0.1
TS_00031,2025.04.11 16:25:00,US100,ENTRY,LONG,0.0100,18277.48000000,,17891.96000000,19048.51000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.021789,1,0.1.0,0.1.0,0.1.0,0.1
TS_00031,2025.04.11 17:05:00,US100,EXIT,LONG,0.0100,18277.48000000,18277.43000000,18277.48000000,19048.51000000,0.00,6.000000,12.000000,6.000000,12.000000,72,7,SL,5,0.021789,1,0.1.0,0.1.0,0.1.0,0.1
TS_00032,2025.04.11 19:25:00,US100,ENTRY,LONG,0.0100,18415.63000000,,18012.55000000,19221.78000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.017863,0,0.1.0,0.1.0,0.1.0,0.1
TS_00032,2025.04.14 02:25:00,US100,EXIT,LONG,0.0100,18415.63000000,18883.19000000,18415.63000000,19221.78000000,4.56,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.017863,0,0.1.0,0.1.0,0.1.0,0.1
TS_00033,2025.04.14 06:20:00,US100,ENTRY,LONG,0.0400,18905.34000000,,18792.84000000,19130.33000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.074670,0,0.1.0,0.1.0,0.1.0,0.1
TS_00033,2025.04.14 12:20:00,US100,EXIT,LONG,0.0400,18905.34000000,18946.94000000,18905.34000000,19130.33000000,1.66,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.074670,0,0.1.0,0.1.0,0.1.0,0.1
TS_00034,2025.04.14 12:55:00,US100,ENTRY,LONG,0.0300,18910.59000000,,18772.11000000,19187.54000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.060660,1,0.1.0,0.1.0,0.1.0,0.1
TS_00034,2025.04.14 16:45:00,US100,EXIT,LONG,0.0300,18910.59000000,18909.16000000,18910.59000000,19187.54000000,-0.04,6.000000,12.000000,6.000000,12.000000,72,45,SL,5,0.060660,1,0.1.0,0.1.0,0.1.0,0.1
TS_00035,2025.04.14 17:20:00,US100,ENTRY,LONG,0.0100,18942.36000000,,18530.65000000,19765.77000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.017488,1,0.1.0,0.1.0,0.1.0,0.1
TS_00035,2025.04.14 23:20:00,US100,EXIT,LONG,0.0100,18942.36000000,18732.06000000,18530.65000000,19765.77000000,-2.10,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.017488,1,0.1.0,0.1.0,0.1.0,0.1
TS_00036,2025.04.14 23:35:00,US100,ENTRY,LONG,0.0100,18721.59000000,,18453.09000000,19258.58000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.031285,1,0.1.0,0.1.0,0.1.0,0.1
TS_00036,2025.04.15 06:35:00,US100,EXIT,LONG,0.0100,18721.59000000,18764.41000000,18453.09000000,19258.58000000,0.39,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.031285,1,0.1.0,0.1.0,0.1.0,0.1
TS_00037,2025.04.15 06:50:00,US100,ENTRY,LONG,0.0600,18771.18000000,,18689.70000000,18934.14000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.103093,0,0.1.0,0.1.0,0.1.0,0.1
TS_00037,2025.04.15 12:50:00,US100,EXIT,LONG,0.0600,18771.18000000,18828.03000000,18771.18000000,18934.14000000,3.41,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.103093,0,0.1.0,0.1.0,0.1.0,0.1
TS_00038,2025.04.15 14:40:00,US100,ENTRY,LONG,0.0400,18801.68000000,,18676.33000000,19052.39000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.067011,1,0.1.0,0.1.0,0.1.0,0.1
TS_00038,2025.04.15 17:25:00,US100,EXIT,LONG,0.0400,18801.68000000,18801.38000000,18801.68000000,19052.39000000,-0.01,6.000000,12.000000,6.000000,12.000000,72,32,SL,3,0.067011,1,0.1.0,0.1.0,0.1.0,0.1
TS_00039,2025.04.15 17:35:00,US100,ENTRY,LONG,0.0100,18887.46000000,,18480.70000000,19700.97000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.017701,0,0.1.0,0.1.0,0.1.0,0.1
TS_00039,2025.04.15 23:35:00,US100,EXIT,LONG,0.0100,18887.46000000,18798.78000000,18480.70000000,19700.97000000,-0.89,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.017701,0,0.1.0,0.1.0,0.1.0,0.1
TS_00040,2025.04.15 23:45:00,US100,ENTRY,LONG,0.0400,18800.68000000,,18671.03000000,19059.98000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.064789,1,0.1.0,0.1.0,0.1.0,0.1
TS_00040,2025.04.16 01:05:00,US100,EXIT,LONG,0.0400,18800.68000000,18566.49000000,18671.03000000,19059.98000000,-9.53,6.000000,12.000000,6.000000,12.000000,72,3,SL,3,0.064789,1,0.1.0,0.1.0,0.1.0,0.1
TS_00041,2025.04.16 06:30:00,US100,ENTRY,LONG,0.0600,18541.64000000,,18458.87000000,18707.17000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.101491,1,0.1.0,0.1.0,0.1.0,0.1
TS_00041,2025.04.16 08:20:00,US100,EXIT,LONG,0.0600,18541.64000000,18458.62000000,18458.87000000,18707.17000000,-4.98,6.000000,12.000000,6.000000,12.000000,72,21,SL,3,0.101491,1,0.1.0,0.1.0,0.1.0,0.1
TS_00042,2025.04.16 09:10:00,US100,ENTRY,LONG,0.0200,18390.52000000,,18209.76000000,18752.04000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.046471,1,0.1.0,0.1.0,0.1.0,0.1
TS_00042,2025.04.16 10:55:00,US100,EXIT,LONG,0.0200,18390.52000000,18390.49000000,18390.52000000,18752.04000000,0.00,6.000000,12.000000,6.000000,12.000000,72,20,SL,5,0.046471,1,0.1.0,0.1.0,0.1.0,0.1
TS_00043,2025.04.16 11:00:00,US100,ENTRY,LONG,0.0400,18377.64000000,,18251.37000000,18630.19000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.066522,1,0.1.0,0.1.0,0.1.0,0.1
TS_00043,2025.04.16 11:45:00,US100,EXIT,LONG,0.0400,18377.64000000,18630.62000000,18377.64000000,18630.19000000,10.12,6.000000,12.000000,6.000000,12.000000,72,8,TP,5,0.066522,1,0.1.0,0.1.0,0.1.0,0.1
TS_00044,2025.04.16 11:55:00,US100,ENTRY,LONG,0.0100,18580.14000000,,18249.87000000,19240.67000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.025434,0,0.1.0,0.1.0,0.1.0,0.1
TS_00044,2025.04.16 17:55:00,US100,EXIT,LONG,0.0100,18580.14000000,18477.22000000,18249.87000000,19240.67000000,-1.03,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.025434,0,0.1.0,0.1.0,0.1.0,0.1
TS_00045,2025.04.16 18:05:00,US100,ENTRY,LONG,0.0200,18468.17000000,,18208.50000000,18987.50000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.027728,1,0.1.0,0.1.0,0.1.0,0.1
TS_00045,2025.04.16 18:55:00,US100,EXIT,LONG,0.0200,18468.17000000,18467.59000000,18468.17000000,18987.50000000,-0.01,6.000000,12.000000,6.000000,12.000000,72,9,SL,3,0.027728,1,0.1.0,0.1.0,0.1.0,0.1
TS_00046,2025.04.16 19:00:00,US100,ENTRY,LONG,0.0200,18440.79000000,,18195.43000000,18931.50000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.029345,1,0.1.0,0.1.0,0.1.0,0.1
TS_00046,2025.04.16 21:00:00,US100,EXIT,LONG,0.0200,18440.79000000,18194.47000000,18195.43000000,18931.50000000,-4.93,6.000000,12.000000,6.000000,12.000000,72,23,SL,3,0.029345,1,0.1.0,0.1.0,0.1.0,0.1
TS_00047,2025.04.16 21:25:00,US100,ENTRY,LONG,0.0100,18215.29000000,,17836.92000000,18972.04000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.019029,1,0.1.0,0.1.0,0.1.0,0.1
TS_00047,2025.04.17 04:25:00,US100,EXIT,LONG,0.0100,18215.29000000,18324.68000000,17836.92000000,18972.04000000,1.05,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.019029,1,0.1.0,0.1.0,0.1.0,0.1
TS_00048,2025.04.17 06:35:00,US100,ENTRY,LONG,0.0600,18364.58000000,,18288.18000000,18517.37000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.109952,0,0.1.0,0.1.0,0.1.0,0.1
TS_00048,2025.04.17 12:35:00,US100,EXIT,LONG,0.0600,18364.58000000,18436.68000000,18364.58000000,18517.37000000,4.33,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.109952,0,0.1.0,0.1.0,0.1.0,0.1
TS_00049,2025.04.17 13:20:00,US100,ENTRY,LONG,0.0400,18405.08000000,,18284.88000000,18645.48000000,,6.000000,12.000000,6.000000,12.000000,72,0,,1,0.069883,0,0.1.0,0.1.0,0.1.0,0.1
TS_00049,2025.04.17 16:35:00,US100,EXIT,LONG,0.0400,18405.08000000,18284.56000000,18284.88000000,18645.48000000,-4.82,6.000000,12.000000,6.000000,12.000000,72,38,SL,1,0.069883,0,0.1.0,0.1.0,0.1.0,0.1
TS_00050,2025.04.17 16:50:00,US100,ENTRY,LONG,0.0100,18303.48000000,,18024.66000000,18861.12000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.025823,1,0.1.0,0.1.0,0.1.0,0.1
TS_00050,2025.04.17 22:50:00,US100,EXIT,LONG,0.0100,18303.48000000,18201.78000000,18024.66000000,18861.12000000,-1.02,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.025823,1,0.1.0,0.1.0,0.1.0,0.1
TS_00051,2025.04.17 22:55:00,US100,ENTRY,LONG,0.0100,18248.86000000,,17985.01000000,18776.56000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.027288,1,0.1.0,0.1.0,0.1.0,0.1
TS_00051,2025.04.21 05:55:00,US100,EXIT,LONG,0.0100,18248.86000000,18087.58000000,17985.01000000,18776.56000000,-1.65,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.027288,1,0.1.0,0.1.0,0.1.0,0.1
TS_00052,2025.04.21 06:20:00,US100,ENTRY,LONG,0.0400,18099.73000000,,17986.96000000,18325.27000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.074488,1,0.1.0,0.1.0,0.1.0,0.1
TS_00052,2025.04.21 12:20:00,US100,EXIT,LONG,0.0400,18099.73000000,18006.83000000,17986.96000000,18325.27000000,-3.72,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,3,0.074488,1,0.1.0,0.1.0,0.1.0,0.1
TS_00053,2025.04.21 12:30:00,US100,ENTRY,LONG,0.0500,18034.23000000,,17934.53000000,18233.63000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.084254,1,0.1.0,0.1.0,0.1.0,0.1
TS_00053,2025.04.21 14:20:00,US100,EXIT,LONG,0.0500,18034.23000000,18033.83000000,18034.23000000,18233.63000000,-0.02,6.000000,12.000000,6.000000,12.000000,72,21,SL,5,0.084254,1,0.1.0,0.1.0,0.1.0,0.1
TS_00054,2025.04.21 14:35:00,US100,ENTRY,LONG,0.0300,17987.36000000,,17843.15000000,18275.79000000,,6.000000,12.000000,6.000000,12.000000,72,0,,3,0.058247,1,0.1.0,0.1.0,0.1.0,0.1
TS_00054,2025.04.21 17:05:00,US100,EXIT,LONG,0.0300,17987.36000000,17842.93000000,17843.15000000,18275.79000000,-4.33,6.000000,12.000000,6.000000,12.000000,72,29,SL,3,0.058247,1,0.1.0,0.1.0,0.1.0,0.1
TS_00055,2025.04.21 17:35:00,US100,ENTRY,LONG,0.0100,17799.76000000,,17507.91000000,18383.47000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.024670,1,0.1.0,0.1.0,0.1.0,0.1
TS_00055,2025.04.21 23:35:00,US100,EXIT,LONG,0.0100,17799.76000000,17779.58000000,17507.91000000,18383.47000000,-0.20,6.000000,12.000000,6.000000,12.000000,72,72,FORCE_EXIT,5,0.024670,1,0.1.0,0.1.0,0.1.0,0.1
TS_00056,2025.04.21 23:40:00,US100,ENTRY,LONG,0.0200,17777.36000000,,17584.13000000,18163.82000000,,6.000000,12.000000,6.000000,12.000000,72,0,,5,0.043472,0,0.1.0,0.1.0,0.1.0,0.1
